溪流分級,主管機關,河川代碼,溪流名稱,"重名
數量",溪流wikiID,別名,上級,"所在縣市
（以 ,分隔）","縣市
wikidata ID","所在鄉鎮區
（以 ,分隔）",鄉鎮區wiki ID,水系,"流入水域
（wikiID)",流入,"主流
or
支流",,
,,,瓦窯溝排水幹線,1,,,,桃園市,,大園區,,,,南崁溪,,直轄市管區域排水,
,,,瓦窯溪,1,,,,桃園市,,蘆竹區,,,,,,,
,,,瓦魯斯溪,5,,,,屏東縣,,來義鄉,,,,,,,
,,,瓦魯斯溪,5,,,,屏東縣,,泰武鄉,,,,,,,
,,,瓦魯斯溪,5,,,,屏東縣,,來義鄉,,,,,,,
,,,瓦魯斯溪,5,,,,屏東縣,,泰武鄉,,,,,,,
,,,瓦魯斯溪,5,,,,,,,,,,,,,
,,,甘井坑,1,,,,彰化縣,,員林市,,,,,,,
,,,甘厝大排,1,,,,雲林縣,,莿桐鄉、西螺鎮、二崙鄉,,,,大義崙大排,,縣(市)管區域排水,
,,,甘蔗埤,1,,,,桃園市,,大園區,,,,,,,
,,,生毛樹索溪,1,,,,嘉義縣,,梅山鄉,,,,,,,
,,,生明圳,1,,,,臺中市,,東勢區,,,,,,,
,,,生態復育工程,1,,,,,,,,,,,,,
,,,田子林大排二,1,,,,雲林縣,,大埤鄉,,,,延潭排水,,縣(市)管區域排水,
,,,田子墘溝,1,,,,高雄市,,內門區,,,,,,,
,,,田中分線,1,,,,臺中市,,龍井區,,,,龍井支線,,直轄市管區域排水,
,,,田中央排水幹線,1,,,,屏東縣,,車城鄉,,,,台灣海峽,,縣(市)管區域排水,
,,,田心子溪,3,,,,桃園市,,大園區,,,,,,,
,,,田心子溪,3,,,,桃園市,,大園區,,,,,,,
,,,田心子溪,3,,,,桃園市,,中壢區,,,,,,,
,,,田仔坑,2,,,,彰化縣,,彰化市,,,,,,,
,,,田仔坑,2,,,,彰化縣,,彰化市,,,,,,,
,第一河川局,,田古爾溪,1,,天狗溪,,宜蘭縣大同鄉,,,,蘭陽溪,,,,,
,,,田尾大排,1,,,,雲林縣,,二崙鄉,,,,八角亭大排,,縣(市)管區域排水,
,,,田尾坑,2,,,,南投縣,,草屯鎮,,,,,,,
,,,田尾坑,2,,,,南投縣,,草屯鎮,,,,,,,
,,,田尾排水幹線,1,,,,彰化縣,,線西鄉和美鎮,,,,台灣海峽,,縣(市)管區域排水,
,,,田厝排水,1,,,,高雄市,,岡山區,,,,土庫排水,,直轄市管區域排水,
,,,田新二圳,1,,,,新竹縣,,新埔鎮,,,,,,,
,,,田寮坑幹線,1,,,,新竹縣,,橫山鄉,,,,油羅溪,,縣(市)管區域排水,
,,,田寮河,6,,,,基隆市,,中正區,,,,,,,
,,,田寮河,6,,,,基隆市,,仁愛區,,,,,,,
,,,田寮河,6,,,,基隆市,,信義區,,,,,,,
,,,田寮河,6,,,,新北市,,瑞芳區,,,,,,,
,,,田寮河,6,,,,基隆市,,信義區,,,,,,,
,,,田寮河,6,,,,新北市,,瑞芳區,,,,,,,
,,,田寮埤,1,,,,桃園市,,大園區,,,,,,,
,,,田寮排水,2,,,,臺南市,,新營區、鹽水區、學甲區,,,,新田寮排水,,直轄市管區域排水,
,,,田寮排水,2,,,,苗栗縣,,苗栗市,,,,嘉盛大排,,縣(市)管區域排水,
,,,田寮溪,2,,,,高雄市,,田寮區,,,,,,,
,,,田寮溪,2,,,,高雄市,,田寮區,,,,,,,
,,,田螺溪,2,,,,南投縣,,魚池鄉,,,,南港溪,,,
,,,田螺溪,2,,,,南投縣,,魚池鄉,,,,,,,
,,,由旦溪,2,,,,臺東縣,,東河鄉,,,,,,,
,,,由旦溪,2,,,,臺東縣,,東河鄉,,,,,,,
,,,甲九圳,3,,,,桃園市,,大溪區,,,,,,,
,,,甲九圳,3,,,,新北市,,鶯歌區,,,,,,,
,,,甲九圳,3,,,,桃園市,,大溪區,,,,,,,
,,,白不仔溪,6,,,,南投縣,,信義鄉,,,,,,,
,,,白不仔溪,6,,,,南投縣,,鹿谷鄉,,,,,,,
,,,白不仔溪,6,,,,南投縣,,水里鄉,,,,,,,
,,,白不仔溪,6,,,,南投縣,,信義鄉,,,,,,,
,,,白不仔溪,6,,,,南投縣,,鹿谷鄉,,,,,,,
,,,白不仔溪,6,,,,,,,,,,,,,
,,,白毛台溪,1,,,,,,,,,,,,,
中央管河川,,159020,白水溪,8,Q32429486,,,臺南市,,白河區,,急水溪,,,,,
,,,白水溪,8,,,,臺南市,,,,急水溪,,,,,
,,,白水溪,8,,,,臺南市,,東山區,,,,,,,
,,,白水溪,8,,,,嘉義縣,,大埔鄉,,,,,,,
,,,白水溪,8,,,,嘉義縣,,中埔鄉,,,,,,,
,,,白水溪,8,,,,臺南市,,白河區,,,,,,,
,,,白水溪,8,,,,嘉義縣,,中埔鄉,,,,,,,
,,,白水溪,8,,,,臺南市,,白河區,,,,,,,
跨省市河川,,114017,白石溪,4,Q17059788,薩克亞金溪,,新竹縣,,尖石鄉,,淡水河(大漢溪),,,,,
,,,白石溪,4,,,,新竹縣,,尖石鄉,,,,,,,
,,,白石溪,4,,,,新竹縣,,尖石鄉,,,,,,,
,,,白石溪,4,,,,,,,,,,,,,
,,,白米河,2,,,,宜蘭縣,,蘇澳鎮,,,,,,,
,,,白米河,2,,,,宜蘭縣,,蘇澳鎮,,,,,,,
縣市管河川,,253010,白米溪,2,Q32428891,白米河,,宜蘭縣,,蘇澳鎮,,蘇澳溪,,,,,
,,,白米溪,2,,,,,,,,,,,,,
,,,白冷圳,1,,,,臺中市,,新社區,,,,,,,
,,,白坑1號排水路,1,,,,澎湖縣,,湖西鄉,,,,台灣海峽,,縣(市)管區域排水,
,,,白沙屯漁港,1,,,,苗栗縣,,通霄鎮,,,,,,,
縣市管河川,,201070,白沙彌溪,5,Q32429428,,,屏東縣,,滿州鄉,,港口溪,,,,,
,,,白沙彌溪,5,,,,屏東縣,,滿州鄉,,,,,,,
,,,白沙彌溪,5,,,,屏東縣,,恆春鎮,,,,,,,
,,,白沙彌溪,5,,,,屏東縣,,滿州鄉,,,,,,,
,,,白沙彌溪,5,,,,,,,,,,,,,
,,,白河水庫,1,,,,臺南市,,白河區,,,,,,,
,,,白葉坑圳,1,,,,南投縣,,埔里鎮,,,,,,,
,,,白葉坑排水幹線,1,,,,南投縣,,埔里,,,,南港溪,,縣(市)管區域排水,
,,,白墓坑,1,,,,臺南市,,官田區,,,,,,,
中央管河川,,155040,白樹腳溪,3,Q32429498,,,嘉義縣,,竹崎鄉,,朴子溪,,,,,
,,,白樹腳溪,3,,,,嘉義,,,,朴子溪,,,,,
,,,白樹腳溪,3,,,,嘉義縣,,竹崎鄉,,,,,,,
,,,白鮑溪,4,,,,花蓮縣,,秀林鄉,,,,,,,
,,,白鮑溪,4,,,,花蓮縣,,壽豐鄉,,,,,,,
,,,白鮑溪,4,,,,,,,,,,,,,
,,,白鮑溪,4,,,,,,,,,,,,,
,,,白龍溪,1,,,,金門縣,,,,,,,,,
,,,白嶺溪,1,,,,宜蘭縣,,大同鄉,,,,,,,
,,,白蘭溪,1,,,,新竹縣,,五峰鄉,,,,,,,
,,,皮寮溪幹線,1,,,,桃園市,,桃園區、八德區,,,,茄苳溪,,直轄市管區域排水,
中央管河川,,154019,石子坑溪,4,#N/A,,,雲林縣,,斗六市,,北港溪,,,,,
,,,石子坑溪,4,,,,雲林縣,,古坑鄉,,,,,,,
,,,石子坑溪,4,,,,雲林縣,,古坑鄉,,,,,,,
,經濟部水利署第五河川局,,石子坑溪,4,,石仔坑溪,,雲林縣斗六市重光里,,,,,,,,,
,,,石子溪,2,,,,新竹縣,,峨眉鄉,,,,,,,
,,,石子溪,2,,,,新竹縣,,峨眉鄉,,,,,,,
,,,石子瀨排水,1,,,,臺南市,,大內區,,,,曾文溪,,直轄市管區域排水,
中央管河川,,2200H0,石山圳,1,Q18657626,石山溪,,臺東縣,,臺東市,,卑南溪,,,,,
,,,石山溝,2,,,,高雄市,,內門區,,,,,,,
,,,石山溝,2,,,,高雄市,,田寮區,,,,,,,
,,,石井溪,3,,,,新竹縣,,峨眉鄉,,,,,,,
,,,石井溪,3,,,,新竹縣,,峨眉鄉,,,,,,,
,,,石井溪,3,,,,新竹縣,,寶山鄉,,,,,,,
縣市管河川,,247000,石公溪,5,Q17041113,,,花蓮縣,,秀林鄉,,石公溪,,,,,
,,,石公溪,5,,,,花蓮縣,,玉里鎮,,,,,,,
,,,石公溪,5,,,,花蓮縣,,玉里鎮,,,,,,,
,,,石公溪,5,,,,花蓮縣,,秀林鄉,,,,,,,
,,,石公溪,5,,,,,,,,,,,,,
,,,石牛溝,1,,,,高雄市,,田寮區,,,,田溝,,,
中央管河川,,154040,石牛溪,12,#N/A,,,雲林縣,,"虎尾鎮,斗南鎮,斗六市,古坑鄉",,北港溪,,,,,
,,,石牛溪,12,,,,雲林,,,,北港溪,,,,,
,,,石牛溪,12,,,,屏東縣恆春鎮,,,,石牛溪,,,,,
,,,石牛溪,12,,,,雲林縣,,斗南鎮,,,,,,,
,,,石牛溪,12,,,,雲林縣,,虎尾鎮,,,,,,,
,,,石牛溪,12,,,,雲林縣,,斗六市,,,,,,,
,,,石牛溪,12,,,,雲林縣,,古坑鄉,,,,,,,
,,,石牛溪,12,,,,屏東縣,,恆春鎮,,,,,,,
,,,石牛溪,12,,,,雲林縣,,斗六市,,,,,,,
,,,石牛溪,12,,,,雲林縣,,斗南鎮,,,,,,,
,,,石牛溪,12,,,,雲林縣,,古坑鄉,,,,,,,
,,,石牛溪,12,,,,屏東縣,,恆春鎮,,,,,,,
,林務局花蓮處,,石平溪,5,,,,花蓮縣卓溪鄉,,,,秀姑巒溪,,,,,
,,,石平溪,5,,,,花蓮縣,,卓溪鄉,,,,,,,
,,,石平溪,5,,,,花蓮縣,,富里鄉,,,,,,,
,,,石平溪,5,,,,花蓮縣,,卓溪鄉,,,,,,,
,,,石平溪,5,,,,花蓮縣,,富里鄉,,,,,,,
,,,石灰水坑,2,,,,臺中市,,太平區,,,,,,,
,,,石灰水坑,2,,,,臺中市,,太平區,,,,,,,
,,,石灰坑,1,,,,南投縣,,仁愛鄉,,,,,,,
,行政院農業委員會林務局南投林區管理處,,石灰坑溪,1,,,,奧萬大,,,,,,,,,
,,,石坑,1,,,,苗栗縣,,銅鑼鄉,,,,,,,
,,,石坑子,1,,,,苗栗縣,,公館鄉,,,,,,,
,,,石坑溪,3,,,,臺東縣,,長濱鄉,,,,,,,
,,,石坑溪,3,,,,臺東縣,,長濱鄉,,,,,,,
,,,石坑溪,3,,,,臺東縣,,長濱鄉,,,,太平洋,,,
,,,石秀灣,2,,,,桃園市,,復興區,,,,,,,
,,,石秀灣,2,,,,桃園市,,復興區,,,,,,,
,,,石角溪,3,,,,臺中市,,東勢區,,大甲溪,,沙連溪,,,
,,,石角溪,3,,,,臺中市,,東勢區,,大甲溪,,沙連溪,,,
,,,石角溪,3,,,,臺北市,,,,,,,,,
,,,石角溪支線,1,,,,臺中市,,東勢區,,大甲溪,,沙連溪排水,,直轄市管區域排水,
,,,石門圳,2,,,,新竹縣,,關西鎮,,,,,,,
,,,石門圳,2,,,,新竹縣,,關西鎮,,,,,,,
,,,石門坑溪,1,,,,新北市,,石門區,,石門溪,,石門溪,,,
縣市管河川,,104000,石門溪,8,Q16929153,,石門坑溪,新北市,,石門區,,石門溪,,東海,,,
,,,石門溪,8,,,,新北市,,石門區,,石門溪,,東海,,,
,第一河川局,,石門溪,8,,,,宜蘭縣,,大同鄉,,蘭陽溪,,,,,
,,,石門溪,8,,,,臺東縣,,長濱鄉,,,,,,,
,,,石門溪,8,,,,新北市,,石門區,,,,,,,
,,,石門溪,8,,,,新北市,,石門區,,,,,,,
,,,石門溪,8,,,,臺東縣,,長濱鄉,,,,,,,
,,,石門溪,8,,,,宜蘭縣,,頭城鎮,,,,,,,
,,,石泉1號排水路,1,,,,澎湖縣,,馬公市,,,,台灣海峽,,縣(市)管區域排水,
跨省市河川,,11403L,石厝坑溪,3,#N/A,,,基隆市,,七堵區,,淡水河(基隆河),,,,,
,,,石厝坑溪,3,,,,基隆市,,,,,,基隆河,,縣(市)管區域排水,
,基隆市政府,,石厝坑溪,3,,,,基隆,,,,,,,,,
,,,石厝埤,1,,,,桃園市,,觀音區,,,,,,,
,,,石厝溝,2,,,,花蓮縣,,富里鄉,,,,,,,
,,,石厝溝,2,,,,花蓮縣,,富里鄉,,,,,,,
中央管河川,,158015,石哢溪,3,#N/A,,,嘉義縣,,中埔鄉,,八掌溪,,,,,
,,,石哢溪,3,,,,嘉義縣,,中埔鄉,,,,,,,
,,,石哢溪,3,,,,嘉義縣,,中埔鄉,,,,,,,
,,,石挾坑,2,,,,臺南市,,六甲區,,,,,,,
,,,石挾坑,2,,,,臺南市,,官田區,,,,,,,
,,,石曹溪,5,,,,臺南市,,左鎮區,,,,,,,
,,,石曹溪,5,,,,新北市,,坪林區,,,,,,,
,,,石曹溪,5,,,,臺南市,,龍崎區,,,,,,,
,,,石曹溪,5,,,,臺南市,,龍崎區,,,,,,,
,,,石曹溪,5,,,,新北市,,坪林區,,,,,,,
,,,石梯港溪,2,,,,花蓮縣,,豐濱鄉,,,,,,,
,,,石梯港溪,2,,,,花蓮縣,,豐濱鄉,,,,,,,
,,,石笱排水支線,1,,,,彰化縣,,鹿港鎮、秀水鄉、花壇鄉、大村鄉、員林鎮、社頭鄉,,,,洋子厝溪排水,,縣(市)管區域排水,
,,,石傘澳,1,,,,臺東縣,,成功鎮,,,,,,,
,,,石圍牆圳,1,,,,臺中市,,東勢區,,,,,,,
,,,石牌坑,1,,,,彰化縣,,彰化市,,,,,,,
,經濟部水利署第五河川局,,石硦溪,1,,,,嘉義縣,,,,,,,,,
,,,石雅溪,3,,,,臺南市,,白河區,,急水溪,,,,,
,,,石雅溪,3,,,,臺南市,,白河區,,,,,,,
,,,石雅溪,3,,,,臺南市,,白河區,,,,,,,
,,,石楠溪,2,,,,屏東縣,,枋寮鄉,,,,,,,
,,,石楠溪,2,,,,屏東縣,,春日鄉,,,,,,,
,,,石硿子溪,4,,,,新北市,,石碇區,,,,,,,
,,,石硿子溪,4,,,,新北市,,石碇區,,,,,,,
,,,石硿子溪,4,,,,新北市,,汐止區,,,,,,,
,,,石硿子溪,4,,,,新北市,,汐止區,,,,,,,
,,,石碇溪,4,,,,新北市,,石碇區,,,,,,,
,,,石碇溪,4,,,,新北市,,貢寮區,,,,,,,
,,,石碇溪,4,,,,新北市,,石碇區,,,,,,,
,,,石碇溪,4,,,,新北市,,貢寮區,,,,,,,
,,,石腳桶溪,1,,,,臺南市,,南化區,,,,,,,
,林務局嘉義處,,石鼓盤溪,5,,,,嘉義縣阿里山鄉,,,,清水溪,,,,,
,,,石鼓盤溪,5,,,,嘉義縣,,阿里山鄉,,,,,,,
,,,石鼓盤溪,5,,,,雲林縣,,古坑鄉,,,,,,,
,,,石鼓盤溪,5,,,,嘉義縣,,阿里山鄉,,,,,,,
,,,石鼓盤溪,5,,,,嘉義縣,,梅山鄉,,,,,,,
,,,石寧埔溪,2,,,,臺東縣,,長濱鄉,,,,,,,
,,,石寧埔溪,2,,,,臺東縣,,長濱鄉,,,,,,,
中央管河川,,154011,石榴班溪,5,#N/A,,,雲林縣,,斗六市,,北港溪,,,,,
,經濟部水利署第五河川局,,石榴班溪,5,,,,雲林,,,,北港溪,,,,,
,,,石榴班溪,5,,,,雲林縣,,斗六市,,,,,,,
,,,石榴班溪,5,,,,雲林縣,,斗六市,,,,,,,
,,,石榴班溪,5,,,,雲林縣,,古坑鄉,,,,,,,
,,,石廟子大排,1,,,,雲林縣,,土庫鎮、虎尾鎮,,,,舊虎尾溪,,縣(市)管區域排水,
縣市管河川,,184000,石盤溪,3,Q17038898,,,屏東縣,,"枋山鄉,獅子鄉",,石盤溪,,,,,
,,,石盤溪,3,,,,南投縣,,鹿谷鄉,,,,,,,
,,,石盤溪,3,,,,,,,,,,,,,
,,,石磊溪,1,,,,新竹縣,,尖石鄉,,,,,,,
,,,石壁坑,1,,,,臺北市,,文山區,,,,,,,
,,,石壁坑圳,2,,,,臺中市,,東勢區,,,,,,,
,,,石壁坑圳,2,,,,臺中市,,東勢區,,,,,,,
,,,石壁坑圳排水,1,,,,臺中市,,東勢區,,,,大安溪,,直轄市管區域排水,
,,,石壁溪,1,,,,宜蘭縣,,頭城鎮,,,,,,,
,,,石壁寮溝排水,1,,,,新北市,,土城區,,,,大安圳,,直轄市管區域排水,
,,,石壁潭新圳,1,,,,新竹縣,,芎林鄉,,,,,,,
,,,石頭公二坑,2,,,,彰化縣,,社頭鄉,,,,,,,
,,,石頭公二坑,2,,,,彰化縣,,社頭鄉,,,,,,,
,,,石頭公三坑,2,,,,彰化縣,,社頭鄉,,,,,,,
,,,石頭公三坑,2,,,,彰化縣,,社頭鄉,,,,,,,
,,,石頭公四坑,2,,,,彰化縣,,社頭鄉,,,,,,,
,,,石頭公四坑,2,,,,彰化縣,,社頭鄉,,,,,,,
,,,石頭坑,3,,,,新竹縣,,新埔鎮,,,,,,,
,,,石頭坑,3,,,,新竹縣,,新埔鎮,,,,,,,
,,,石頭坑,3,,,,臺中市,,潭子區,,,,,,,
,,,石頭坑幹線,1,,,,新竹縣,,新埔鎮,,,,鳳山溪,,縣(市)管區域排水,
,第一河川局,,石頭溪,4,,,,宜蘭,,,,蘭陽溪,,,,,
,,,石頭溪,4,,,,苗栗縣,,苑裡鎮,,,,,,,
,,,石頭溪,4,,,,宜蘭縣,,大同鄉,,,,,,,
,,,石頭溪,4,,,,苗栗縣,,苑裡鎮,,,,,,,
,,,石龜中排二,1,,,,雲林縣,,斗南鎮,,,,石龜溪,,縣(市)管區域排水,
中央管河川,,154022,石龜溪,2,#N/A,,,嘉義縣,,"溪口鄉,大林鎮,雲林縣斗南鎮,古坑鄉,嘉義縣梅山鄉",,北港溪,,,,,
,經濟部水利署第五河川局,,石龜溪,2,,,,嘉義或雲林(界河),,,,北港溪,,,,,
,,,石燭坑溪,2,,,,宜蘭縣,,頭城鎮,,,,,,,
,,,石燭坑溪,2,,,,宜蘭縣,,頭城鎮,,,,,,,
,,,石螺潭排水,1,,,,高雄市,,梓官區、岡山區,,,,典寶溪排水,,直轄市管區域排水,
,,,石觀音坑,1,,,,苗栗縣,,公館鄉,,,,,,,
縣市管河川,,246000,立霧溪,12,Q11598263,,,花蓮縣,,秀林鄉,,立霧溪,,,,,
,,,立霧溪,12,,塔次基里溪,,花蓮縣,,秀林鄉,,,,,,,
,,,立霧溪,12,,塔次基里溪,,,,,,,,,,,
,,,立霧溪,12,,塔次基里溪,,花蓮縣,,秀林鄉,,,,,,,
,,,立霧溪,12,,達梓里溪,,花蓮縣,,秀林鄉,,,,,,,
,,,立霧溪,12,,達梓里溪,,,,,,,,,,,
,,,立霧溪,12,,達梓里溪,,花蓮縣,,秀林鄉,,,,,,,
,,,立霧溪,12,,達基利溪,,花蓮縣,,秀林鄉,,,,,,,
,,,立霧溪,12,,達基利溪,,花蓮縣,,秀林鄉,,,,,,,
,,,立霧溪,12,,達基利溪,,,,,,,,,,,
,,,立霧溪,12,,,,,,,,,,,,,
,,,立霧溪,12,,,,,,,,,,,,,
,,,龙头溪,1,,,,,,,,,,,,,
,,,仲岳溪,2,,,,宜蘭縣,,南澳鄉,,南澳溪,,南澳南溪,,,
,,,仲岳溪,2,,,,宜蘭縣,,南澳鄉,,,,,,,
,,,伊卡丸溪,2,,,,臺中市,,和平區,,,,,,,
,,,伊卡丸溪,2,,,,宜蘭縣,,大同鄉,,,,,,,
,,,伊霍霍爾溪,1,,,,花蓮縣,,卓溪鄉,,,,,,,
,,,休督溪,1,,,,,,,,,,,,,
,,,光前溪,1,,,,金門縣,,金沙鎮,,,,金沙溪,,縣(市)管區域排水,
,,,光復圳角池支線,1,,,,南投縣,,魚池鄉,,,,,,,
中央管河川,,242010,光復溪,6,#N/A,,,花蓮縣,,光復鄉,,花蓮溪,,,,,
,,,光復溪,6,,,,花蓮縣,,光復鄉,,,,,,,
,,,光復溪,6,,,,花蓮縣,,萬榮鄉,,,,,,,
,,,光復溪,6,,,,花蓮縣,,萬榮鄉,,,,,,,
,,,光復溪,6,,,,花蓮縣,,光復鄉,,,,,,,
,,,光復溪,6,,,,,,,,,,,,,
,,,光華坑,2,,,,桃園市,,龜山區,,,,,,,
,,,光華坑,2,,,,桃園市,,龜山區,,,,,,,
,桃園市政府水務局,,光華坑溪,1,,,,桃園市龜山區,,,,,,,,,
,,,光隆村興隆村共同排水,1,,,,臺中市,,太平區,,,,頭汴坑溪,,直轄市管區域排水,
,,,光順排水支線,1,,,,屏東縣,,恆春鎮,,,,東門溪排水幹線,,縣(市)管區域排水,
,,,全興排水支線,1,,,,彰化縣,,伸港鄉,,,,伸港溪底排水幹線,,縣(市)管區域排水,
,,,共和排水幹線,1,,,,南投縣,,集集,,,,濁水溪,,縣(市)管區域排水,
,,,共和排水幹線─1,1,,,,南投縣,,集集,,,,濁水溪,,縣(市)管區域排水,
,,,危頭坑,1,,,,,,,,,,,,,
,,,合坑溪,1,,,,南投縣,,魚池鄉,,,,,,,
,,,合流溪,2,,,,宜蘭縣,,南澳鄉,,南澳溪,,南澳南溪,,,
,,,合流溪,2,,,,宜蘭縣,,南澳鄉,,,,,,,
,,,合界1號排水路,1,,,,澎湖縣,,西嶼鄉,,,,台灣海峽,,縣(市)管區域排水,
,,,合歡溪,4,,,,臺中市,,和平區,,大甲溪,,南湖溪,,,
,,,合歡溪,4,,,,臺中市,,和平區,,大甲溪,,南湖溪,,,
,,,合歡溪,4,,,,南投縣,,仁愛鄉,,,,,,,
,,,合歡溪,4,,,,南投縣,,仁愛鄉,,,,,,,
,,,吉田溪,1,,,,高雄市,,茂林區,,,,,,,
縣市管河川,,243000,吉安溪,7,Q10917085,,,花蓮縣,,"花蓮市,吉安鄉",,吉安溪,,,,,
,,,吉安溪,7,,七腳川溪,,花蓮縣,,吉安鄉,,,,,,,
,,,吉安溪,7,,七腳川溪,,花蓮縣,,花蓮市,,,,,,,
,,,吉安溪,7,,七腳川溪,,花蓮縣,,吉安鄉,,,,,,,
,,,吉安溪,7,,七腳川溪,,花蓮縣,,花蓮市,,,,,,,
,,,吉安溪,7,,七腳川溪,,,,,,,,,,,
,,,吉安溪,7,,,,,,,,,,,,,
,,,吉貝耍排水,1,,,,臺南市,,東山區,,,,龜重溪,,直轄市管區域排水,
,,,吉洋排水,1,,,,"高雄縣,屏東縣",,,,,,旗山溪,,中央管區域排水,
,,,吉洋溪,5,,,,屏東縣,,里港鄉,,,,,,,
,,,吉洋溪,5,,,,高雄市,,美濃區,,,,,,,
,,,吉洋溪,5,,,,高雄市,,旗山區,,,,,,,
,,,吉洋溪,5,,,,高雄市,,美濃區,,,,,,,
,,,吉洋溪,5,,,,高雄市,,旗山區,,,,,,,
,,,吊狗坑,2,,,,臺南市,,六甲區,,,,,,,
,,,吊狗坑,2,,,,臺南市,,官田區,,,,,,,
,,,吊倫溪,1,,,,,,,,,,,,,
,,,吊崙坑,1,,,,南投縣,,竹山鎮,,,,,,,
,,,吊湖溝排水幹線,1,,吊學溝,,南投縣,,草屯,,,,烏溪,,縣(市)管區域排水,
,,,吊湖溝排水幹線─1,1,,,,南投縣,,草屯,,,,吊湖溝,,縣(市)管區域排水,
,,,吊橋坑,2,,,,嘉義縣,,大埔鄉,,,,,,,
,,,吊橋坑,2,,,,嘉義縣,,大埔鄉,,,,,,,
,,,吊雞林排水,1,,,,高雄市,,燕巢區,,,,瓊林排水,,直轄市管區域排水,
,,,同安厝排水,1,,,,"台中縣,台中市",,,,,,烏溪,,中央管區域排水,
,,,同源圳排水支線,1,,蜊仔溝,,南投縣,,南投,,,,三塊厝排水,,縣(市)管區域排水,
,,,后井區排,1,,,,金門縣,,烈嶼鄉,,,,,,縣(市)管區域排水,
,,,后沙區排,1,,,,金門縣,,金寧鄉,,,,,,縣(市)管區域排水,
,,,后里排水,1,,,,臺中市,,大甲區、外埔區,,,,溫寮溪,,直轄市管區域排水,
,,,后垵溪區排,1,,,,金門縣,,金城鎮金寧鄉,,,,,,縣(市)管區域排水,
,,,后湖區排,1,,,,金門縣,,金寧鄉,,,,,,縣(市)管區域排水,
,,,后溪底支線,1,,,,臺中市,,霧峰區,,,,后溪底排水,,直轄市管區域排水,
,,,后溪底排水,1,,,,臺中市,,霧峰區,,,,大里溪,,直轄市管區域排水,
,,,后寮溪排水幹線,1,,,,南投縣,,中寮,,,,平林溪,,縣(市)管區域排水,
,,,后盤區排,1,,,,金門縣,,金寧鄉,,,,,,縣(市)管區域排水,
,,,后頭區排,1,,,,金門縣,,烈嶼鄉,,,,金門灣,,縣(市)管區域排水,
,,,后豐港區排,1,,,,金門縣,,金城鎮,,,,,,縣(市)管區域排水,
,,,后壟區排,1,,,,金門縣,,金湖鎮,,,,,,縣(市)管區域排水,
,,,向天池,1,,,,桃園市,,八德區,,,,,,,
,,,在來溪谷,2,,,,嘉義縣,,水上鄉,,,,,,,
,,,在來溪谷,2,,,,嘉義縣,,水上鄉,,,,,,,
,,,地那巴蘭溪,1,,,,臺東縣,,金峰鄉,,,,,,,
,,,圳子頭坑溪,1,,,,新北市,,鶯歌區,,,,鶯歌溪,,直轄市管區域排水,
,,,圳寮坑,1,,,,臺中市,,東勢區,,大甲溪,,珍東坑,,,
,,,圳頭中排三,1,,,,雲林縣,,四湖鄉,,,,舊虎尾溪,,縣(市)管區域排水,
,,,圳頭坑,1,,,,臺南市,,南化區,,,,,,,
,,,圳頭坑溪,5,,,,雲林縣,,古坑鄉,,,,,,,
,,,圳頭坑溪,5,,,,雲林縣,,古坑鄉,,,,,,,
,,,圳頭坑溪,5,,,,宜蘭縣,,蘇澳鎮,,,,,,,
,,,圳頭坑溪,5,,,,宜蘭縣,,蘇澳鎮,,,,,,,
,行政院農業委員會水土保持局南投分局、雲林縣政府、雲林縣古坑鄉公所,,圳頭坑溪,5,,,,雲林縣新庄村,,,,,,,,,
,,,圳頭溪,2,,,,苗栗縣,,通霄鎮,,,,,,,
,,,圳頭溪,2,,,,苗栗縣,,通霄鎮,,,,,,,
,,,圳頭溪排水,1,,,,苗栗縣,,通霄鎮,,,,內湖溪排水,,縣(市)管區域排水,
,,,多利溪,2,,,,臺東縣,,金峰鄉,,,,,,,
,,,多利溪,2,,,,臺東縣,,金峰鄉,,,,,,,
,第一河川局,,多望溪,2,,土場溪,,宜蘭縣大同鄉,,,,蘭陽溪,,,,,
,第一河川局,,多望溪,2,,土場溪,,,,,,,,,,,
,,,好收圳幹線,1,,,,嘉義縣,,民雄鄉,,,,,,,
,,,好收排水路,1,,,,嘉義縣,,民雄鄉,,,,民雄排水路排水路,,縣(市)管區域排水,
,,,好茶溪,1,,,,屏東縣,,三地門鄉,,,,,,,
,,,好蘭溪,2,,,,南投縣,,信義鄉,,,,,,,
,,,好蘭溪,2,,,,南投縣,,信義鄉,,,,,,,
,,,宅後溝,1,,,,嘉義縣,,中埔鄉,,,,,,,
,,,宇內溪,2,,,,桃園市,,復興區,,,,,,,
,,,宇內溪,2,,,,,,,,,,,,,
,,,安平坑,4,,,,宜蘭縣,,冬山鄉,,,,,,,
,,,安平坑,4,,,,宜蘭縣,,南澳鄉,,,,,,,
,,,安平坑,4,,,,宜蘭縣,,南澳鄉,,,,,,,
,,,安平坑,4,,,,宜蘭縣,,冬山鄉,,,,,,,
,,,安平坑排水,1,,,,宜蘭縣,,冬山鄉,,,,冬山河,,縣(市)管區域排水,
,,,安平坑溪,1,,,,,,,,,,,,,
,,,安平港,1,,,,臺南市,,安平區,,,,,,,
,,,安平新港,2,,,,臺南市,,安平區,,,,,,,
,,,安平新港,2,,,,臺南市,,南區,,,,,,,
